360461#|[3613618]|[36059]|1974-08-09|1983-10-18|2009-09-11|1983-10-18|no|||||no||||||||||||||21
360328#|[3604513717]|[36045]|1974-05-13|1982-07-16|1993-06-02|1982-07-16|no|||||no||||||||||||||19
361311#|[3601913750]|[36019]|1976-11-12|1987-09-04|2007-09-28|1987-09-04|no|||||no||||||||||||||20
360167#|[3613739]|[36019]|1974-05-31|1985-06-05|2007-09-28|1985-06-05|no|||||no||||||||||||||20
360444A|[3605713816]|[36057]|1974-07-26|1985-10-15|2018-01-19|1985-10-15|no|||||no||||||||||||||31
361070|[3601313860]|[36013]|1974-10-18|1983-03-23|1984-03-23|1984-03-23|no|||||no||||||||||||||52
360712#|[3609113926]|[36091]|1974-07-19|1985-07-18|1995-08-16|1985-07-18|no|||||no||||||||||||||3
361481|[3613981]|[36033]|1975-01-03|||1985-02-14|no|||||no||||||||||||||53
361314#|[3602114014]|[36021]|1977-06-10|1982-12-15|1993-09-15|1982-12-15|no|||yes||no||||||||||||||51
361523#|[3614003]|[36021]|1974-12-06|1982-12-15|1982-12-15|1982-12-15|no|||||no||||||||||||||51
360329#|[3614036]|[36045]|1974-05-17|1985-08-05|1999-09-08|1985-08-05|no|||||no||||||||||||||19
361071#|[3601314069]|[36013]|1975-01-24|1984-06-15|1984-06-15|1984-06-15|no|||||no||||||||||||||52
361310#|[3601914113]|[36019]|1977-08-05|1987-05-19|2007-09-28|1987-05-19|no|||||no||||||||||||||20
360231B|[3602915011]|[36029]|1973-09-07|1977-07-05|2019-06-07|1977-07-05|no|||||no||||||||||||||29
360149#|[3601515077]|[36015]|1973-10-12|1980-09-03|1980-09-03|1980-09-03|no|||||yes|360149|1991-10-01|2008-05-01|9|5|5|C|||||||48
360040#|[3600715110]|[36007]|1974-03-08|1981-08-17|1981-08-17|1981-08-17|no|||||yes|360040|2016-05-01|2016-05-01|9|5|5|C|||||||40
361107#|[3601315198]|[36013]|1978-05-12|1982-07-02|1982-07-02|1982-07-02|no|||||no||||||||||||||52
360136#|[3615187]|[36013]|1976-09-10|1978-02-15|1978-02-15|1978-08-08|no|||||no||||||||||||||52
361269A|[3607715253]|[36077]|1974-10-18|1988-02-01|2017-03-21|1988-02-01|no|||||no||||||||||||||12
361449A|[3615242]|[36077]|1974-11-15|1986-01-03|2017-03-21|1986-01-03|no|||yes||no||||||||||||||12
360609|[3611315319]|[36113]|1976-02-06|1985-06-05|1985-06-05|1985-06-05|no|||yes||no||||||||||||||18
360870#|[3611315319]|[36071]|1974-04-12|1986-09-18|2009-08-03|1986-09-18|no|||||no||||||||||||||60
361541#|[3615297]|[36071]|1975-01-17|1986-09-18|2009-08-03|1986-09-18|no|||||no||||||||||||||60
360264#|[3603115330]|[36031]|1974-09-06|1987-05-04|1987-05-04|1987-05-04|no|||||no||||||||||||||8
361615#|[3615400]|[36087]||1988-09-16|2014-03-03|1988-09-16|no|||||no||||||||||||||57
360412#|[3605515462]|[36055]||1979-02-01|2008-08-28|1979-02-01|no|||||no||||||||||||||38
360395#|[3615561]|[36053]|1974-02-15|1985-02-01|1985-02-01|1985-02-01|no|||||no||||||||||||||22
360999#|[3615638]|[36055]|1974-06-28|1981-08-03|2008-08-28|1981-08-03|no|||||no||||||||||||||38
360572A|[3606715704]|[36067]|1974-11-01|1983-04-04|2016-11-04|1983-04-04|no|||||no||||||||||||||55
360177#|[3602315748]|[36023]|1974-04-05|1985-05-15|2010-03-02|1985-05-15|no|||||no||||||||||||||27
361422|[3608915792]|[36089]|1975-01-03|1982-07-16|1982-07-16|1982-07-16|no|||||no||||||||||||||7
360232B|[3602915825]|[36029]|1974-05-17|1982-04-01|2019-06-07|1982-04-01|no|||||no||||||||||||||29
361254|[3607315880]|[36073]|1975-03-28|||1983-01-31|no|||yes||no||||||||||||||33
360413#|[3605515957]|[36055]|1974-06-14|1982-01-06|2008-08-28|1982-01-06|no|||||no||||||||||||||38
360679#|[3608715968]|[36087]|1974-04-12|1983-03-02|2014-03-03|1983-03-02|no|||yes||no||||||||||||||57
361461|[3600315990]|[36003]|1974-11-15|1982-11-12|1982-11-12|1982-11-12|no|||||no||||||||||||||2
360173#|[3602116045]|[36021]|1974-05-03|1989-09-06|1989-09-06|1989-09-06|no|||||no||||||||||||||51
360573A|[3606716067]|[36067]|1977-07-01|1980-04-01|2016-11-04|1980-04-01|no|||||no||||||||||||||55
360330|[3604516100]|[36045]|1974-06-14|1985-06-19|1986-04-02|1985-06-19|no|||||no||||||||||||||19
360331#|[3616089]|[36045]|1974-05-31|1977-12-01|1977-12-01|1977-12-01|no|||||no||||||||||||||19
360524#|[3616111]|[36065]|1974-05-24|1983-07-05|2013-09-27|1984-06-12|no|||||no||||||||||||||34
361315#|['CLERMONT, TOWNSHIP OF']|[36021]|1974-11-08|1984-09-05|1984-09-05|1984-09-05|no|||||no||||||||||||||51
360998#|[3616188]|[36075]|1974-05-31|1982-06-01|2013-06-18|1982-06-01|no|||||no||||||||||||||4
360713#|[3609116353]|[36091]|1974-05-31|1984-03-01|1995-08-16|1984-03-01|no|||yes||no||||||||||||||3
361450|[3616375]|[36069]|1975-02-07|1982-07-23|1982-07-23|1982-07-23|no|||yes||no||||||||||||||26
361173|[3608916287]|[36089]|1974-11-29|1986-05-15|1986-05-15|1986-05-15|no|||||no||||||||||||||7
361380#|[3602716408]|[36019]|1975-01-24|2007-09-28|2007-09-28|1985-04-18|no|||||no||||||||||||||20
361334#|[3602716408]|[36027]|1974-12-20|1984-07-05|2012-05-02|1984-07-05|no|||yes||no||||||||||||||11
360525#|[3616419]|[36065]|1974-02-15|1985-05-01|2013-09-27|1985-05-01|no|||||no||||||||||||||34
360890#|[3616573]|[36117]|1974-05-31|1984-12-18|1984-12-18|1984-12-18|no|||||no||||||||||||||45
361369|[3601316595]|[36013]|1975-01-17|1983-10-07|1983-10-07|1983-10-07|no|||||no||||||||||||||52
361573#|[3609516639]|[36095]|1974-12-20|1983-01-19|2012-02-16|1983-01-19|no|||||no||||||||||||||39
360743#|[3616628]|[36095]|1974-06-07|1983-02-16|2012-02-16|1983-02-16|no|||yes||no||||||||||||||39
360817#|[3610516661]|[36105]|1976-10-08|1987-08-19|2011-02-18|1987-08-19|no|||yes||no||||||||||||||32
360005A|[3600116694]|[36001]|1974-06-28|1989-08-03|2015-03-16|1989-08-03|no|||||no||||||||||||||14
360771#|[3610116738]|[36101]|1974-06-28|1983-05-16|1983-05-16|1983-05-16|no|||||no||||||||||||||1
361556#|[3616727]|[36101]|1974-10-18|1983-05-16|1983-05-16|1983-05-16|no|||||no||||||||||||||1
360006A|[3600116749]|[36001]|1973-10-05|1979-12-04|2015-03-16|1979-12-04|no|||yes||no||||||||||||||14
360191B|[3602516793]|[36025]|1974-06-28|1986-01-03|2016-06-16|1986-01-03|no|||||no||||||||||||||59
360298#|[3616815]|[36043]|1977-02-11|1985-07-03|2000-12-20|1985-07-03|no|||||no||||||||||||||17
360064#|['COLD SPRING, TOWN OF']|[36009]|1974-06-21|1978-03-01|1978-03-01|1978-12-21|no|||||no||||||||||||||35
360670#|[3616936]|[36079]|1974-03-08|1984-03-15|2013-03-04|1984-03-15|no|||||no||||||||||||||30
360233B|[3602916870]|[36029]|1974-05-31|1979-07-02|2019-06-07|1979-07-02|no|||||no||||||||||||||29
360041#|[3600717046]|[36007]|1974-06-28|1983-01-06|1993-01-20|1983-01-06|no|||||no||||||||||||||40
360234B|[3602917200]|[36029]|1974-08-02|1977-05-16|2019-06-07|1977-05-16|no|||||no||||||||||||||29
360007A|[3600117343]|[36001]|1974-09-20|1979-09-05|2015-03-16|1979-09-05|no|||yes||no||||||||||||||14
365377A|[3617332]|[36001]||2015-03-16||2015-03-27|no|||||no||||||||||||||14
361423|[3608917409]|[36089]|1975-02-14|1985-05-01|1985-05-01|1985-05-01|no|||||no||||||||||||||7
360299|[3604317431]|[36043]|1974-03-29|1982-07-16|1982-07-16|1982-07-16|no|||||no||||||||||||||17
361086#|[3601717486]|[36017]|1974-10-18|1983-04-08|2010-11-26|1983-04-08|no|||||no||||||||||||||54
360235B|[3602917585]|[36029]|1974-08-02|1984-02-27|2019-06-07|1984-02-27|no|||||no||||||||||||||29
360382#|[3605117618]|[36051]|1974-04-05|1977-10-14|1991-02-15|1977-10-14|no|||||no||||||||||||||58
361606#|[3609517651]|[36095]||2004-04-02|2004-04-02|1983-01-31|no|||||no||||||||||||||39
360065#|[3600917684]|[36009]|1976-07-16|1982-07-30|1982-07-30|1982-07-30|no|||||no||||||||||||||35
360042#|[3600717772]|[36007]|1974-04-05|1977-05-16|1981-07-17|1977-05-16|no|||||no||||||||||||||40
360108#|[3601117849]|[36011]|1974-08-16|1983-04-04|2007-08-02|1983-04-04|no|||||no||||||||||||||15
361395|[3603317871]|[36033]|1975-01-03|||1985-02-14|no|||||no||||||||||||||53
360360|[3617882]|[36049]|1976-05-28|1982-07-16|1982-07-16|1982-07-16|no|||||no||||||||||||||25
360648#|[3607517904]|[36075]|1974-04-05|1982-11-03|2013-06-18|1982-11-03|no|||||no||||||||||||||4
360665A|[3618047]|[36077]|1974-05-17|1988-02-01|2017-03-21|1988-02-01|no|||yes||no||||||||||||||12
360174|[3602118102]|[36021]|1974-05-24|1985-06-19|1985-06-19|1985-06-19|no|||yes||no||||||||||||||51
360361|[3618135]|[36049]|1974-05-10|||1984-07-30|no|||||no||||||||||||||25
361498|[3618201]|[36037]|1974-11-15|1985-10-15|1985-10-15|1985-10-15|no|||||no||||||||||||||44
360715#|[3609118223]|[36091]|1974-08-02|1984-03-01|1995-08-16|1984-03-01|no|||||no||||||||||||||3
360714#|[3618212]|[36091]|1974-08-07|1984-03-01|1995-08-16|1984-03-01|no|||||no||||||||||||||3
360772#|[3610118256]|[36101]|1973-08-24|1977-12-01|2002-09-27|1977-12-01|no|||||yes|360772|1991-10-01|2008-05-01|9|5|5|C|||||||1
360773#|[3610118267]|[36101]|1973-09-14|1981-08-03|2002-09-27|1981-08-03|no|||||no||||||||||||||1
360610#|['CORNWALL ON THE HUDSON, VILLAGE OF']|[36071]|1974-03-08|1982-08-02|2009-08-03|1982-08-02|no|||||no||||||||||||||60
360611#|[3607118300]|[36071]|1974-03-29|1982-09-30|2009-08-03|1982-09-30|no|||||no||||||||||||||60
360178#|[3602318388]|[36023]|1974-03-29|1983-08-15|2010-03-02|1983-08-15|no|||yes||no||||||||||||||27
360906#|[3611918410]|[36119]|1974-05-31|1985-04-17|2007-09-28|1985-04-17|no|||yes||no||||||||||||||24
360179#|[3602318421]|[36023]|1974-08-30|1983-08-15|2010-03-02|1983-08-15|no|||||no||||||||||||||27
360462#|[3618597]|[36059]|1974-10-18|1983-07-18|2009-09-11|1983-07-18|no|||||no||||||||||||||21
361375#|[3601718619]|[36017]|1975-01-17|1985-10-15|2010-11-26|1985-10-15|no|||||no||||||||||||||54
360751#|[3609918663]|[36099]|1974-07-19|1984-06-08|1984-06-08|1984-06-08|no|||||no||||||||||||||42
360942|[3612118696]|[36121]|1974-08-02|1983-12-23|1983-12-23|1983-12-23|no|||||no||||||||||||||49
361115#|[3603918729]|[36039]|1974-12-06|1989-09-06|2008-05-16|1989-09-06|no|||||no||||||||||||||16
360288#|[3618718]|[36039]|1974-03-08|1983-12-02|2008-05-16|1983-12-02|no|||||no||||||||||||||16
361250#|[3607118916]|[36071]|1974-11-15|1982-09-30|2009-08-03|1982-09-30|no|||||no||||||||||||||60
360362|[3604919081]|[36049]|1975-07-25|1985-05-15|1985-05-15|1985-05-15|no|||||no||||||||||||||25
361068|[3619070]|[36049]|1974-05-31|1985-05-15|1985-05-15|1985-05-15|no|||||no||||||||||||||25
360907#|[3619213]|[36119]|1974-05-10|1983-11-02|2007-09-28|1983-11-02|no|||yes||no||||||||||||||24
361148#|[3603119246]|[36031]|1974-11-08|1987-07-16|1987-07-16|1987-07-16|no|||||no||||||||||||||8
361099#|[3600319367]|[36003]|1975-01-24|1982-07-30|1982-07-30|1982-07-30|no|||||no||||||||||||||2
360029#|[3619356]|[36003]|1974-05-17|1978-04-17|1978-04-17|1978-04-17|no|||yes||no||||||||||||||2
361386#|[3602319499]|[36023]|1975-02-28|1985-05-15|2010-03-02|1985-05-15|no|||||no||||||||||||||27
360845|[3610919620]|[36109]|1974-08-02|1985-05-15|1985-05-15|1985-05-15|no|||yes||no||||||||||||||13
361209|[3610119675]|[36101]|1975-01-24|1984-03-09|1984-03-09|1984-03-09|no|||||no||||||||||||||1
360383#|[3619664]|[36051]|1976-10-22|1978-11-01|2010-04-05|1978-11-01|no|||||no||||||||||||||58
360300|[3604319686]|[36043]|1974-04-05|1985-07-03|1985-07-03|1985-07-03|no|||||no||||||||||||||17
361140|[3603719719]|[36037]|1975-01-10|1984-07-06|1984-07-06|1984-07-06|no|||||no||||||||||||||44
360192#|[3602519763]|[36025]|1974-07-26|1985-05-15|2012-06-19|1985-05-15|no|||||no||||||||||||||59
361188#|[3609119807]|[36091]|1974-11-15|1995-08-16||1984-06-22|no|||||no||||||||||||||3
360066|[3600919840]|[36009]|1974-08-09|1984-05-25|1984-05-25|1984-05-25|no|||||no||||||||||||||35
361174|[3608920038]|[36089]|1975-01-10|||1984-12-19|no|||||no||||||||||||||7
361175|[3608920335]|[36089]|1975-02-14|1982-07-23|1982-07-23|1982-07-23|no|||||no||||||||||||||7
361291#|['DE RUYTER, TOWN OF']|[36053]|1974-09-20|1984-06-08|1984-06-08|1984-06-08|no|||||no||||||||||||||22
360396|['DE RUYTER, VILLAGE OF']|[36053]|1974-05-24|1984-08-24|1984-08-24|1984-08-24|no|||||no||||||||||||||22
361417A|[3607719895]|[36077]|1975-01-17|1987-06-18|2017-03-21|1987-06-18|no|||||no||||||||||||||12
360612#|['DEER PARK, TOWN OF']|[36071]|1974-05-17|1987-03-18|2009-08-03|1987-03-18|no|||||no||||||||||||||60
360526#|[3606519928]|[36065]|1974-08-02|1985-04-17|2013-09-27|1985-04-17|no|||||no||||||||||||||34
360332|[3619994]|[36045]|1974-10-18|||1984-12-19|no|||||no||||||||||||||19
360737#|[3620082]|[36093]|1974-05-31|1984-05-25|2014-01-08|1984-05-25|no|||||no||||||||||||||61
360818#|[3610520104]|[36105]|1974-06-28|1983-11-18|2011-02-18|1983-11-18|no|||yes||no||||||||||||||32
361368|[3620115]|[36009]|1975-01-03|1984-01-20|1984-01-20|1984-01-20|no|||||no||||||||||||||35
360193B|[3602520137]|[36025]|1974-07-26|1985-07-18|2016-06-16|1985-07-18|no|||||no||||||||||||||59
361572B|[3620126]|[36025]|1977-03-11|1985-07-18|2016-06-16|1985-07-18|no|||yes||no||||||||||||||59
360363|[3604920214]|[36049]|1974-06-28|1985-05-15|1985-05-15|1985-05-15|no|||||no||||||||||||||25
361439B|[3611120247]|[36111]|1975-02-07|1984-05-25|2016-11-18|1984-05-25|no|||||no||||||||||||||5
360236B|[3620313]|[36029]|1974-02-22|1981-08-03|2019-06-07|1981-08-03|no|||||no||||||||||||||29
360195#|[3602520357]|[36025]|1974-06-21|1986-03-18|2012-06-19|1986-03-18|no|||||no||||||||||||||59
360043#|[3620346]|[36025, 36007]|1974-06-14|1979-02-01|1979-02-01|1979-02-01|no|||||no||||||||||||||59
360043#|[3620346]|[36025, 36007]|1974-06-14|1979-02-01|1979-02-01|1979-02-01|no|||||no||||||||||||||40
361524#|[3620379]|[36103]|1974-12-20|1978-08-11|2009-09-25|1978-08-11|no|||||no||||||||||||||9
360973A|['DEWITT, TOWN OF']|[36067]|1974-03-22|1979-03-01|2016-11-04|1979-03-01|no|||yes||no||||||||||||||55
360333#|[3620500]|[36045]|1974-07-26|1985-06-05|1994-06-15|1985-06-05|no|||||no||||||||||||||19
360364|[3604920555]|[36049]|1974-09-13|1984-09-24|1984-09-24|1984-09-24|no|||yes||no||||||||||||||25
361122|[3603320610]|[36033]|1974-11-08|1986-03-18|1986-03-18|1986-03-18|no|||||no||||||||||||||53
360044#|[3603320610]|[36007]|1974-03-08|1977-04-15|1977-04-15|1977-04-15|no|||||no||||||||||||||40
360746#|[3609720676]|[36097]|1976-09-03|1982-10-29|1982-10-29|1982-10-29|no|||||no||||||||||||||6
360908#|[3620698]|[36119]|1974-05-17|1979-04-16|2007-09-28|1979-04-16|no|||yes||no||||||||||||||24
360301#|[3620731]|[36043]|1974-02-15|1983-03-16|1983-03-16|1983-03-16|no|||||no||||||||||||||17
361335#|[3602720819]|[36027]|1974-12-06|1984-08-15|2012-05-02|1984-08-15|no|||yes||no||||||||||||||11
361410#|[3611520885]|[36115]|1975-02-14|1986-07-03|1996-09-20|1986-07-03|no|||||no||||||||||||||23
360956#|[3620896]|[36123]|1976-02-20|1981-06-15|1981-06-15|1981-06-15|no|||||no||||||||||||||36
360846|[3610920962]|[36109]|1974-07-19|1985-05-15|1985-05-15|1985-05-15|no|||yes|Bronze Certified|no||||||||||||||13
360847#|[3620951]|[36109]|1974-06-07|1979-01-03|1979-01-03|1979-01-03|no|||||no||||||||||||||13
361396|[3603320973]|[36033]|1975-01-17|||1984-12-19|no|||||no||||||||||||||53
361191#|[3609321006]|[36093]|1974-10-25|1989-02-17|2014-01-08|1989-02-17|no|||||no||||||||||||||61
360957|[3621050]|[36123]|1974-06-28|1988-03-01|1988-03-01|1988-03-01|no|||||no||||||||||||||36
360137#|[3601321105]|[36013]|1974-05-31|1981-02-04|1981-02-04|1981-02-04|no|||||no||||||||||||||52
361108#|[3601321116]|[36013]|1974-11-29|1982-08-06|1982-08-06|1982-08-06|no|||||no||||||||||||||52
360289#|[3603921204]|[36039]|1974-12-13|1988-06-01|2008-05-16|1988-06-01|no|||||no||||||||||||||16
360943|[3612121369]|[36121]|1974-09-13|1976-05-28|1983-12-23|1983-12-23|no|||||no||||||||||||||49
360397#|[3621523]|[36017]|1974-05-31|1985-06-05|2010-11-26|1985-06-05|no|||||no||||||||||||||54
365335B|[3621589]|[36029]|1973-07-20|1973-07-20|2019-06-07|1973-07-20|no|||yes||no||||||||||||||29
361298#|[3606921699]|[36069]|1974-12-20|1983-08-15|1983-08-15|1983-08-15|no|||||no||||||||||||||26
361336#|[3602721996]|[36027]|1974-11-01|1984-06-15|2012-05-02|1984-06-15|no|||||yes|361336|2015-10-01|2015-10-01|8|10|5|C|||||||11
361133#|[3608322117]|[36083]|1974-12-13|1980-03-18|1980-03-18|1980-03-18|no|||yes||no||||||||||||||41
360794#|[3610322194]|[36103]|1975-08-29|1976-09-30|2009-09-25|1976-09-30|no|||yes|Bronze Certified|no||||||||||||||9
360795#|[3622183]|[36103]|1973-12-28|1980-09-30|2009-09-25|1980-09-30|no|||||no||||||||||||||9
361627#|[3622260]|[36059]||1997-04-02||2005-12-19|no|||||no||||||||||||||21
360257#|['EAST NASSAU, VILLAGE OF (The Village of East Nassau has adopted FIRM panels 11A, 13A, 21A, and 23A for the Town of Nassau (CID 361155), Rensselaer County, dated September 5, 1984.)']|[36083]||1984-09-05|1984-09-05|2007-10-05|no|||yes||no||||||||||||||41
360067|[3600922678]|[36009]|1974-06-21|1976-05-28|1984-04-20|1984-04-20|no|||||no||||||||||||||35
360068#|[3622843]|[36009]|1976-01-23|1978-02-01|1978-02-01|1978-02-01|no|||||no||||||||||||||35
360414#|[3622865]|[36055]|1974-02-15|1982-08-20|2008-08-28|1982-08-20|no|||||no||||||||||||||38
360463#|[3622876]|[36059]|1974-07-26|1978-12-01|2009-09-11|1978-12-01|no|||yes||yes|360463|1992-10-01|1992-10-01|9|5|5|C|||||||21
360574A|[3623052]|[36067]|1974-04-12|1981-08-03|2016-11-04|1981-08-03|no|||||no||||||||||||||55
361628#|[3623217]|[36059]||1997-04-02||2008-09-05|no|||||no||||||||||||||21
360909#|[3611921820]|[36119]|1974-05-10|1979-11-15|2007-09-28|1979-11-15|no|||||no||||||||||||||24
361224#|[3611522656]|[36115]|1974-12-20|1986-07-03|1991-11-20|1986-07-03|no|||||no||||||||||||||23
360398|[3605323305]|[36053]|1974-05-03|1984-09-10|1984-09-10|1984-09-10|no|||yes||no||||||||||||||22
360238B|[3602923415]|[36029]|1974-09-20|1979-08-24|2019-06-07|1979-08-24|no|||||no||||||||||||||29
361270A|[3607723613]|[36077]|1974-12-20|1987-06-01|2017-03-21|1987-06-01|no|||||no||||||||||||||12
361176|[3608923646]|[36089]|1975-01-24|1982-07-30|1982-07-30|1982-07-30|no|||||no||||||||||||||7
361463|[3623635]|[36089]|1974-11-15|1982-07-23|1982-07-23|1982-07-23|no|||||no||||||||||||||7
361120|[3603723756]|[36037]|1974-10-25|1976-06-04|1984-10-05|1984-10-05|no|||||no||||||||||||||44
361499|[3623745]|[36037]|1975-01-24|1984-01-20|1984-01-20|1984-01-20|no|||||no||||||||||||||44
360575A|[3606723800]|[36067]|1974-05-31|1982-08-16|2016-11-04|1982-08-16|no|||yes||no||||||||||||||55
360576A|[3623789]|[36067]|1974-05-31|1982-08-16|2016-11-04|1982-08-16|no|||||no||||||||||||||55
361388#|['ELIZABETHTOWN, TOWN OF, INCLUDES THE VILLAGE OF ELIZABETHTOWN']|[36031]|1975-01-24|1984-07-20|1993-01-20|1984-07-20|no|||||no||||||||||||||8
361382#|[3601923921]|[36019]|1975-03-14|1986-03-04|2007-09-28|1986-03-04|no|||||no||||||||||||||20
360975B|[3623965]|[36111]|1974-05-24|1983-07-05|2016-11-18|1983-07-05|no|||||no||||||||||||||5
361072#|[3601323976]|[36013]|1978-02-10|1980-03-18|1980-03-18|1980-03-18|no|||||no||||||||||||||52
361073#|[3601323998]|[36013]|1974-12-06|1984-08-01|1984-08-01|1984-08-01|no|||||no||||||||||||||52
360069#|[3600924031]|[36009]|1974-05-31|1978-05-15|2000-01-19|1978-05-15|no|||||no||||||||||||||35
360070#|[3624020]|[36009]|1974-05-24|1979-02-01|1994-05-02|1979-02-01|no|||||no||||||||||||||35
361074|[3601324053]|[36013]|1974-10-25|1983-10-07|1983-10-07|1983-10-07|no|||||no||||||||||||||52
360334#|[3604524086]|[36045]|1974-04-05|1978-08-15|1992-05-18|1978-08-15|no|||||no||||||||||||||19
360335|[3624075]|[36045]|1974-08-30|1985-06-19|1985-06-19|1985-06-19|no|||||no||||||||||||||19
360239B|[3602924130]|[36029]|1973-09-21|1977-06-01|2019-06-07|1977-06-01|no|||||no||||||||||||||29
360152#|[3624251]|[36015]|1976-11-05|1984-10-16|1996-09-29|1984-10-16|no|||||no||||||||||||||48
360150#|[3601524229]|[36015]|1973-08-31|1984-12-04|1997-04-02|1984-12-04|no|||||yes|360150|1991-10-01|1997-05-01|8|10|5|C|||||||48
360151#|[3601524240]|[36015]|1973-08-31|1984-10-16|1996-09-29|1984-10-16|no|||||yes|360151|1991-10-01|2016-10-01|10|0|0|R|||||||48
360910#|[3624295]|[36119]|1974-04-12|1979-06-15|2007-09-28|1979-06-15|no|||||no||||||||||||||24
360045#|[3624515]|[36007]|1976-10-01|1978-05-15|1998-09-07|1978-05-15|no|||||no||||||||||||||40
361399|[3603524603]|[36035]|1975-01-31|1985-07-03|1985-07-03|1985-07-03|no|||||no||||||||||||||56
361374#|[3601524636]|[36015]|1975-01-10|1982-08-13|1982-08-13|1982-08-13|no|||||no||||||||||||||48
360774#|[3610124647]|[36101]|1973-11-23|1980-07-02|1980-07-02|1980-07-02|no|||||yes|360774|1991-10-01|2019-05-01|10|0|0|R|||||||1
360855B|[3611124691]|[36111]|1974-05-31|1984-07-05|2016-11-18|1984-07-05|no|||yes||no||||||||||||||5
361194#|[3609524724]|[36095]|1974-10-18|1983-03-02|2004-04-02|1983-03-02|no|||||yes|361194|2010-10-01|2010-10-01|9|5|5|C|||||||39
361542#|[3624713]|[36095]|1975-01-24|1982-09-16|2004-04-02|1982-09-16|no|||||no||||||||||||||39
361149#|[3603124768]|[36031]|1974-12-20|1987-04-03|1987-04-03|1987-04-03|no|||||no||||||||||||||8
360337#|[3624823]|[36045]|1974-05-17|1986-02-05|1992-01-02|1986-02-05|no|||||no||||||||||||||19
360240B|[3602924801]|[36029]|1974-05-31|1977-09-30|2019-06-07|1977-09-30|no|||||no||||||||||||||29
361418A|[3607724845]|[36077]|1975-01-10|1983-11-18|2017-03-21|1983-11-18|no|||||no||||||||||||||12
360577A|[3606724878]|[36067]|1974-08-16|1986-04-30|2016-11-04|1986-04-30|no|||yes||no||||||||||||||55
360109#|[3624988]|[36011]|1974-02-22|1978-02-01|2007-08-02|1978-02-01|no|||||no||||||||||||||15
360302|[3604324933]|[36043]|1974-03-29|1982-07-30|1988-10-18|1982-07-30|no|||||no||||||||||||||17
360415#|[3625076]|[36055]|1974-05-31|1984-09-05|2008-08-28|1984-09-05|no|||||no||||||||||||||38
360138#|[3625164]|[36013]|1974-02-22|1978-01-05|1978-01-05|1978-01-05|no|||||no||||||||||||||52
360819B|[3610525241]|[36105]|1974-06-21|1984-03-09|2015-08-17|1984-03-09|no|||yes||no||||||||||||||32
360071|[3600925340]|[36009]|1974-06-28|1982-07-23|1982-07-23|1982-07-23|no|||||no||||||||||||||35
361629#|[3625384]|[36059]||1997-04-02||2018-08-16|no|||||no||||||||||||||21
361299#|[3606925406]|[36069]|1974-10-25|1983-09-30|1983-09-30|1983-09-30|no|||||no||||||||||||||26
361588B|[3625428]|[36029]||2019-06-07||1978-05-26|no|||||no||||||||||||||29
360752#|[3609925505]|[36099]|1974-09-20|1988-01-15|1988-01-15|1988-01-15|no|||||no||||||||||||||42
360578A|[3625527]|[36067]|1974-07-26|1982-08-02|2016-11-04|1982-08-02|no|||yes||no||||||||||||||55
360399#|['FENNER, TOWNSHIP OF']|[36053]|1974-09-13|1986-02-05|1986-02-05|1986-02-05|no|||||no||||||||||||||22
360046#|[3600725604]|[36007]|1974-05-03|1981-08-03|1981-08-03|1981-08-03|no|||||no||||||||||||||40
361177|[3608925791]|[36089]|1975-01-10|1985-05-01|1985-05-01|1985-05-01|no|||||no||||||||||||||7
361337#|[3602725978]|[36027]|1974-12-20|1984-06-01|2012-05-02|1984-06-01|no|||||no||||||||||||||11
360218#|[3625967]|[36027]|1974-06-21|1984-03-15|2012-05-02|1984-03-15|no|||||no||||||||||||||11
360197B|[3626209]|[36025]|1974-12-06|1986-01-17|2016-06-16|1986-01-17|no|||||yes|360197|2015-05-01|2015-05-01|9|5|5|C|||||||59
360110#|[3601126231]|[36011]|1974-06-14|1976-07-30|2007-08-02|1984-02-27|no|||||no||||||||||||||15
361630#|[3626264]|[36059]||1997-04-02||2006-07-09|no|||||no||||||||||||||21
360527#|[3606526297]|[36065]|1974-09-13|1985-04-17|2013-09-27|1985-04-17|no|||||no||||||||||||||34
360445A|[3605726308]|[36057]|1974-08-02|1987-12-01|2018-01-19|1987-12-01|no|||||no||||||||||||||31
360613#|[3626319]|[36071]|1974-03-22|1986-12-04|2009-08-03|1986-12-04|no|||||no||||||||||||||60
361604#|[3626352]|[36059]||1991-09-18|2009-09-11|2008-11-24|no|||||no||||||||||||||21
360528#|[3606526385]|[36065]|1974-08-09|1984-03-15|2013-09-27|1984-03-15|no|||||no||||||||||||||34
360446A|[3626462]|[36057]|1974-03-01|1983-01-06|2018-01-19|1983-01-06|no|||||no||||||||||||||31
360820#|[3610526528]|[36105]|1974-06-21|2011-02-18|2011-02-18|1984-01-30|no|||||no||||||||||||||32
360529#|[3606526627]|[36065]|1974-06-28|1985-04-17|2013-09-27|1985-04-17|no|||||no||||||||||||||34
361501|[3626649]|[36013]|1975-01-03|1983-03-18|1983-03-18|1983-03-18|no|||||no||||||||||||||52
361231|[3611526715]|[36115]|1974-12-06|1985-04-17|1997-11-05|1985-04-17|no|||||no||||||||||||||23
360884|[3626704]|[36115]|1974-04-12|||1984-12-19|no|||||no||||||||||||||23
